person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Bernard Stoica,bernardstoica,bernardstoica@acasa.ro,7040130132743,2010-11-18,"Intrarea Voinea, Topoloveni, 467667",0254 534 445,a0:df:0b:99:55:ff,128.210.50.23,RO62YINR7388838570627291,2024-07-29 21:40:42,10639,660,87,1011806,ae1e7d6e-40de-4cd2-8469-73104117bf96
Adelin Eftimie,adelineftimie,adelineftimie@141.ro,4231102425103,1912-04-18,"Intrarea Camil Tabacu Nr. 840 Bl. 45  Sc. 62 Ap. 730, Vulcan, 429484",0771 886 928,6f:4c:8c:8e:c9:ae,190.190.164.82,RO14FDAN1931682885465683,2024-09-01 05:43:17,22749,947,284,1278922,332ea353-f83e-4b40-b0f3-0d7f27164916
Eftimia Toma,eftimiatoma,eftimiatoma@acasa.ro,2450403190089,1928-01-16,"Strada Ardelean Nr. 986, Domnesti, 959354",0739 826 485,c8:b4:df:8f:be:3a,100.10.52.25,RO69FTVO8246197354146795,2024-08-26 06:38:33,20209,520,151,994760,cdd2c6e7-b442-47b8-bc8e-930ccde99636
Ionel Cristea,ionelcristea,ionelcristea@gmail.com,6970101326802,1916-03-19,"Drumul Georgeta Pușcașu, Campulung, 700539",0238 436 474,1a:0c:5f:e9:21:80,150.75.153.165,RO47UQGM3034184631238224,2024-06-19 02:58:17,17813,558,159,743757,4fca2784-22a2-4d6a-8258-9b47634abdb7
Romanița Diaconu,romanițadiaconu,romanițadiaconu@post.ro,8370515122618,1948-05-11,"Intrarea Pop, Satu Mare, 637607",0724 612 300,2d:32:1f:2e:08:0f,208.7.222.142,RO25NMFT0751244887840289,2024-09-21 13:18:05,1027,708,544,867733,c4180614-c661-4a88-85dd-24045c407a6a
Sidonia Niță,sidonianiță,sidonianiță@141.ro,1150529372001,1979-03-04,"Aleea Robertina Georgescu Nr. 24, Craiova, 369649",0746 388 129,7b:03:5d:e3:c7:e9,102.221.6.192,RO88CVWT2338999069163014,2025-02-02 15:36:16,25668,295,565,703231,f5c3429f-7806-45e7-bbb0-a826d96976e6
Pleșu Popescu,pleșupopescu,pleșupopescu@zzup.ro,1050913300134,1965-08-25,"Aleea Arian Ababei Nr. 84 Bl. 61  Sc. 42 Ap. 873, Orsova, 637472",0235 596 478,d9:65:30:91:da:0b,36.247.15.226,RO26HTQI2945049445594150,2024-09-16 10:02:09,35031,800,655,69644,986c963c-0a2e-4440-bb78-4c6f43644b8a
Olga Aanei,olgaaanei,olgaaanei@acasa.ro,2630621512049,1932-01-18,"Intrarea Tomescu, Motru, 783459",0711 931 253,d3:60:0e:20:bb:f8,95.0.153.99,RO88KGSP9606613590260920,2024-10-17 04:59:44,21433,367,175,390836,b6349491-9161-44e3-891e-23d9e937c840
Celia Eftimie,celiaeftimie,celiaeftimie@141.ro,1201030520271,1982-12-22,"Strada Albu, Mizil, 516438",0741 716 776,56:60:a3:b2:f5:1d,188.98.195.197,RO30BASP9580453034125202,2024-09-02 18:05:42,12482,994,717,1599122,3a232c26-69fb-49d1-91c6-8c20cb87a66c
Zeno Manole,zenomanole,zenomanole@kappa.ro,1220402445454,2010-09-21,"Intrarea Arina Albu, Medias, 446488",0255 658 518,7d:86:18:c7:fd:67,108.207.178.91,RO21LMJU3551163302485645,2024-10-25 20:08:42,29,987,376,843472,a4adce75-f563-4571-9322-b5dd7c1ad89b
Laurenția Georgescu,laurențiageorgescu,laurențiageorgescu@141.ro,1390624298550,1976-04-10,"Bulevardul Maia Dinu, Babadag, 133287",0786 347 231,af:1c:56:13:27:2c,86.214.133.61,RO58ZBUX8874947550236369,2024-10-29 06:09:01,24212,556,615,782042,2fefc788-6620-4010-bb32-23a9603f9de7
Ștefan Ababei,ștefanababei,ștefanababei@kappa.ro,8110229386056,1943-09-18,"Bulevardul Dima Nr. 583 Bl. 99  Sc. 57 Ap. 911, Tudora, 310569",0757 613 818,ad:5a:1b:d0:92:38,73.143.115.41,RO02FQKH2847291188212125,2024-11-02 23:15:06,747,116,678,1658592,6d1858df-eddf-4360-864c-598010ba4b0c
Jana Stancu,janastancu,janastancu@zzup.ro,2390110453743,2007-07-17,"Bulevardul Stoica Nr. 80 Bl. 38  Sc. 96 Ap. 444, Corund, 396949",0233 012 795,79:4a:ae:5b:2e:59,19.42.251.173,RO88AAKL9819339734892987,2025-02-17 07:14:05,32786,196,437,1319749,fdb1e2ff-bf92-46a6-a9bc-cf99679f516a
Paulina Ene,paulinaene,paulinaene@email.ro,3810217109501,1947-09-05,"Intrarea Malvina Voinea Nr. 727 Bl. 56  Sc. 61 Ap. 597, Uricani, 620463",0784 912 536,2e:e3:e9:7b:cd:9e,189.239.113.60,RO16HQSW3899812415346556,2025-03-08 12:43:45,13271,852,357,575650,834740f8-3dcf-4a30-ac74-591b08b5d25d
Antim Stoica,antimstoica,antimstoica@email.ro,5720901081022,2018-05-11,"Drumul Marga Stancu Nr. 221 Bl. 37  Sc. 93 Ap. 970, Lipova, 910828",0756 938 875,6f:7a:fd:97:14:65,24.252.66.103,RO79ZXQJ9541435775539706,2024-06-02 01:53:16,35581,228,193,1490076,fef5432c-d4df-4d41-a179-38696c81d436
Marcela Tabacu,marcelatabacu,marcelatabacu@acasa.ro,5541126127593,1938-01-10,"Soseaua Georgescu, Piatra-Neamt, 619414",0761 849 888,37:84:59:66:49:df,203.82.231.120,RO03IJHY2409381778276164,2025-04-20 00:48:31,26827,912,396,231026,d5f484aa-8166-468c-8e57-d7d66043efa7
Noemi Eftimie,noemieftimie,noemieftimie@zzup.ro,3420424111163,1947-09-04,"Drumul Diaconu, Sangeorgiu de Mures, 465949",0749 309 352,17:33:40:65:ed:c4,166.130.200.18,RO77TGCM3720871736717428,2024-08-06 17:39:25,3799,896,76,1964638,4b666a86-fff7-4c0f-b568-fe2cc6d8375e
Florica Mazilescu,floricamazilescu,floricamazilescu@kappa.ro,2020717228033,1922-02-16,"Intrarea Nemeș Nr. 331 Bl. 32  Sc. 73 Ap. 944, 1 Decembrie, 642201",0753 405 625,55:97:bd:b0:19:0a,122.28.159.22,RO68YNZU4181265673526941,2024-10-03 03:05:51,26447,574,29,1794709,22afe2bb-c84d-4d68-8388-3f52136d1540
Silvian Ionescu,silvianionescu,silvianionescu@email.ro,4130215212419,2013-01-06,"Aleea Dobre Nr. 82, Iernut, 534852",0765 331 977,99:86:b4:9d:5c:3c,167.27.229.145,RO61PXXQ1922430864220413,2025-01-26 19:54:47,32114,812,199,1777887,1f2da748-46ac-4ffb-b63f-8a9ef1d6f96b
Relu Mazilescu,relumazilescu,relumazilescu@kappa.ro,2370415267431,1909-11-07,"Bulevardul Dinu, Topoloveni, 764403",0257 887 759,ab:90:af:b9:08:6b,169.105.221.158,RO50CQYY5753971351295981,2024-07-12 01:00:47,13623,511,38,1323924,a3ede440-ccd7-42c7-acc8-97f35c39271f
Domnica Mocanu,domnicamocanu,domnicamocanu@email.ro,7360826322931,2003-01-31,"Bulevardul Maria Gheorghiu Nr. 64 Bl. 55  Sc. 16 Ap. 708, Santana, 120986",0723 814 405,ca:3a:46:d4:c3:e2,53.192.176.53,RO28AWCG1115276939130638,2024-11-18 03:03:20,5133,128,553,1691825,32d75484-7c97-49e1-b110-ca3096d61db0
Florentina Aanei,florentinaaanei,florentinaaanei@kappa.ro,6740510527424,2004-07-04,"Soseaua Călin Tomescu Nr. 36 Bl. 96  Sc. 95 Ap. 480, Busteni, 417309",0736 035 813,58:a0:6d:8e:a6:3d,86.49.132.9,RO34DDOR1518253395212809,2025-02-17 18:33:38,1190,212,464,1994091,d3d49deb-6f89-4dc3-9434-1328e17c3ff8
Veniamin Mocanu,veniaminmocanu,veniaminmocanu@acasa.ro,7191002112451,1926-12-12,"Strada Georgescu Nr. 35 Bl. 66  Sc. 48 Ap. 733, Stei, 330207",0733 839 951,ea:91:ee:90:74:58,145.91.110.235,RO30FOVO3140418773766224,2024-07-11 02:10:55,19941,585,264,1989146,bbe08fcf-d0df-4609-8d01-fa3ebce132ec
Antoaneta Suciu,antoanetasuciu,antoanetasuciu@gmail.com,6701127167546,1960-07-17,"Drumul Ruxandra Ardelean Nr. 19, Vulcan, 722552",0786 196 862,67:d7:f5:ca:9e:b8,157.231.230.227,RO88AQEI8439813197777077,2025-04-10 09:35:31,12588,580,369,933056,5489f4b1-e870-4a4d-bc24-1e958f5eb180
Titus Ene,titusene,titusene@gmail.com,5790512188751,2015-07-05,"Bulevardul Rafila Dochioiu Nr. 640, Simleu Silvaniei, 505481",0236 728 306,24:20:b5:82:87:26,44.47.197.108,RO41QWSM4487039441381916,2024-06-24 04:55:17,10514,617,360,1136347,f06c27b0-e6e2-48c4-ab93-b8a2a6e1b599
Răducu Nistor,răducunistor,răducunistor@acasa.ro,7920125172266,1938-05-18,"Strada Pușcașu, Targu Secuiesc, 770638",0248 433 778,f7:ee:d8:8e:ea:3f,185.218.197.17,RO03OGAT0299577398402946,2025-01-16 06:31:35,22369,11,687,1559305,3ea08d5f-3e16-4e74-bdec-299d55df18e8
Augustina Stancu,augustinastancu,augustinastancu@post.ro,2940414236971,1920-08-13,"Bulevardul Tomescu, Sabaoani, 974055",0746 415 740,0a:b0:99:1c:d7:01,69.206.6.71,RO10JNEV7973055116398927,2024-12-15 08:46:23,10882,251,774,83687,134af0fe-b5c8-4868-91b9-2395a178aafd
Iacob Cristea,iacobcristea,iacobcristea@kappa.ro,1371002455367,1993-06-20,"Drumul Pușcașu Nr. 76 Bl. 45  Sc. 51 Ap. 938, Afumati, 686190",0265 431 399,75:7a:c3:da:15:3c,147.108.182.46,RO86PTWW5575471485942247,2024-10-24 13:23:52,8535,415,539,377610,ef49e667-9a1e-42d0-b47c-784bef4e3040
Xenia Ene,xeniaene,xeniaene@email.ro,1000706289235,2010-09-23,"Bulevardul Ludovica Eftimie Nr. 62 Bl. 17  Sc. 54 Ap. 955, Ruscova, 885277",0258 040 166,c4:12:5d:cd:a8:39,2.23.117.158,RO68GQMG4696423026122500,2024-08-02 19:03:35,8286,28,118,224383,d71ee6e4-d8f4-4e24-8d87-28b1c87b44e8
Grațiela Toma,grațielatoma,grațielatoma@gmail.com,3610402058580,1913-09-11,"Strada Eftimie Nr. 85, Satu Mare, 311574",0738 197 347,4e:fe:93:5a:f8:2a,4.32.118.122,RO85BSRS1568802808420215,2025-03-19 02:42:25,7314,155,772,995827,498c0fc7-1849-4acc-a1ce-47396a0d28a7
Melania Mocanu,melaniamocanu,melaniamocanu@post.ro,2570207116221,1954-07-27,"Soseaua Dochioiu Nr. 811, Sighisoara, 462325",0730 131 349,1e:2a:73:34:21:d4,182.109.181.136,RO70XWGU2294807863510777,2024-10-05 18:13:52,28579,167,712,1637702,58b11fd4-14e3-4909-9a1d-99abd5130180
Filip Mocanu,filipmocanu,filipmocanu@post.ro,5100212224806,1937-10-13,"Drumul Pop, Boldesti-Scaeni, 917985",0260 480 427,ba:3a:8b:0f:dc:70,45.5.164.123,RO74KPAK8733345590605025,2024-05-29 22:31:48,31069,928,260,917041,9dbc0a18-ea06-4cab-bf9a-7a5f47bad3c0
Flaviu Stancu,flaviustancu,flaviustancu@gmail.com,5270814242471,1975-08-30,"Bulevardul Diaconescu Nr. 833 Bl. 31  Sc. 75 Ap. 217, Curtea de Arges, 168527",0759 438 388,8f:4f:59:4a:63:34,182.117.41.58,RO69ZPMT6942334150829757,2024-10-29 06:45:21,25239,192,162,1779260,1e751c26-1e9f-44ed-92b3-b58c932262af
Florian Niță,florianniță,florianniță@post.ro,6740607456662,1994-06-01,"Bulevardul Nistor Nr. 256, Cobadin, 303855",0728 310 187,29:c4:b4:5e:d4:7c,147.26.186.41,RO63LXDG6522625607947763,2025-03-02 23:04:14,9213,707,141,1482656,67e560dc-8033-45e7-a6f2-8da014dc21ec
Georgeta Niță,georgetaniță,georgetaniță@141.ro,8550206157267,1985-05-16,"Intrarea Pop Nr. 68 Bl. 94  Sc. 35 Ap. 285, Darmanesti, 463124",0757 821 165,05:cb:52:8d:be:33,145.140.228.171,RO14DBOA5239559080117794,2024-11-01 06:27:26,14317,438,221,952910,d98a3063-af89-4fb2-b89b-e6688f9cb96c
Pavel Popescu,pavelpopescu,pavelpopescu@email.ro,5830316075956,1931-03-06,"Bulevardul Dobre Nr. 71, Targoviste, 622506",0761 194 847,c3:61:c9:8b:61:7a,181.63.96.226,RO08BIGB8736308371892578,2024-10-06 02:13:06,20054,820,707,352469,d2478864-3d30-492d-b620-dd8ea855f604
Octavia Niță,octavianiță,octavianiță@zzup.ro,4770917127869,1956-05-15,"Aleea Pop, Baraolt, 513597",0761 189 271,51:72:02:f6:df:77,97.206.183.230,RO74EYJI4371483843540370,2025-03-08 16:10:55,27026,271,511,1057051,40e7fc9d-1c69-4c67-a0d8-19979e51ebe8
Rareș Diaconu,rareșdiaconu,rareșdiaconu@acasa.ro,5000515099252,2014-06-13,"Soseaua Barbu Nr. 989 Bl. 38  Sc. 96 Ap. 834, Gilau, 236057",0730 948 867,50:52:31:66:85:e4,47.170.207.191,RO12OXSR8161455308399215,2024-07-28 13:52:37,21344,981,15,533071,aaf76222-53a9-47d5-98a8-2a4899ede792
Luca Georgescu,lucageorgescu,lucageorgescu@email.ro,8050306126353,1948-01-24,"Drumul Ababei Nr. 86, Raducaneni, 741929",0251 900 512,23:43:0a:81:82:f1,37.15.161.119,RO50VJOA0515425559016366,2024-12-17 10:02:19,6653,689,521,340471,8a3d7fad-3deb-40cf-b80e-fc9af1ac1aa1
Haralamb Dumitrescu,haralambdumitrescu,haralambdumitrescu@gmail.com,2670120354511,1962-04-15,"Strada Stănescu Nr. 922, Dej, 614892",0731 710 752,28:f3:a6:c2:c9:23,103.56.238.236,RO22IMUJ8863897587403076,2025-01-25 11:42:50,7458,523,230,906121,1c217080-013d-4c60-83e2-dd4dc3b4e527
Zaraza Manole,zarazamanole,zarazamanole@141.ro,5180717129357,2010-05-03,"Strada Popa, Baia Sprie, 702798",0236 362 439,bb:6c:40:28:c4:38,85.205.63.78,RO91PPLY5934627963366951,2024-06-02 17:06:59,1690,102,516,101771,55d62242-62fa-46f9-b7bb-6349ebdbf434
Maximilian Diaconu,maximiliandiaconu,maximiliandiaconu@acasa.ro,8280424176882,1931-04-24,"Drumul Stan Ababei, Tunari, 163623",0732 134 293,5c:f6:78:b9:db:c8,189.75.124.179,RO74ICDI0249875173514846,2025-01-13 05:49:42,6054,483,640,49156,4f98cf5f-568b-46f7-acf0-1126cb8ee13b
Gabi Toma,gabitoma,gabitoma@acasa.ro,1641114318448,1929-01-15,"Drumul Pușcașu Nr. 924, Ludus, 245630",0267 479 415,a3:50:55:09:3e:12,48.34.20.245,RO96GYBF8155237719303873,2024-12-29 12:15:22,19987,513,677,1633759,f36dc91c-6ae3-4db9-b0b1-cd4217c7a792
Celia Ioniță,celiaioniță,celiaioniță@email.ro,1840703056752,2023-10-04,"Intrarea Anton Stan Nr. 91, Reghin, 376001",0747 707 528,4c:94:7f:ec:69:24,139.99.127.254,RO13IDNN1809959816955677,2025-02-19 14:55:46,18209,320,788,162250,ef89936f-b812-45df-bd56-3041df93bffd
Flora Mazilescu,floramazilescu,floramazilescu@gmail.com,6050504059321,1962-11-10,"Aleea Ene Nr. 648, Vaslui, 294956",0784 135 601,04:1e:46:a6:37:02,65.54.60.235,RO66CELZ2401093704308172,2025-02-03 10:39:47,19247,808,323,339152,f6a2aba6-9157-4cd5-9af0-f2d6ca9458f3
Georgel Preda,georgelpreda,georgelpreda@acasa.ro,6781023129728,1958-02-06,"Intrarea Dochia Nistor Nr. 777, Deva, 297344",0238 124 327,0b:c6:8c:cc:69:ff,2.33.150.85,RO79CSAA2696691444725158,2025-04-05 11:52:55,10016,85,744,1840877,beebff87-d36a-4ede-93bc-0f334a821890
Oliviu Cristea,oliviucristea,oliviucristea@kappa.ro,1040725382668,1958-05-28,"Soseaua Casian Oprea Nr. 17, Sighetu Marmatiei, 827448",0780 455 309,79:ac:3f:9c:cf:23,102.197.93.6,RO46NXKR5069704275204537,2025-03-27 13:43:56,8321,613,642,1618986,4ddcd824-dcb9-4a1b-ac9a-2720de6d159a
Tamara Ardelean,tamaraardelean,tamaraardelean@acasa.ro,5691209243833,1951-05-20,"Strada Stancu, Odobesti, 972262",0726 138 266,7a:c8:de:1f:f6:e9,6.120.83.37,RO30MEPN3574699728006247,2024-09-20 10:06:45,35417,291,462,1249272,cb6d1534-432f-415d-9985-43db756ff0e4
Ivona Cristea,ivonacristea,ivonacristea@acasa.ro,2961108292160,1970-01-24,"Soseaua Flora Aanei Nr. 88 Bl. 75  Sc. 59 Ap. 390, Sabaoani, 893914",0257 992 355,7f:1f:d0:dc:41:b3,185.53.52.161,RO77XPTY4423188486071655,2024-12-10 14:49:20,883,769,242,363588,f2965333-cbc1-46a7-a7c5-f880f7a35e51
Anatolie Stoica,anatoliestoica,anatoliestoica@kappa.ro,5610905251819,1989-06-08,"Drumul Viviana Tudor Nr. 393 Bl. 98  Sc. 38 Ap. 835, Vaslui, 953125",0265 417 827,23:78:d3:93:58:2d,85.6.239.115,RO40HEXL1598247998865008,2024-11-30 13:07:22,3540,589,563,55828,ae9b21c6-0980-4bb1-8d6f-789020bde51a
Ducu Stoica,ducustoica,ducustoica@email.ro,5341208075626,1932-11-15,"Aleea Dima, Oravita, 660989",0244 503 982,15:d5:f6:4c:69:60,77.182.243.9,RO82BSOV3839289668457129,2024-12-30 07:32:45,4680,548,739,1799693,e2afa859-7a3e-4ffc-b238-799ecc57ab7d
Maxim Georgescu,maximgeorgescu,maximgeorgescu@141.ro,3970808358671,2001-12-02,"Strada Stănescu Nr. 10 Bl. 43  Sc. 79 Ap. 901, Urlati, 378390",0265 386 003,39:17:69:ce:6e:9f,133.174.64.234,RO22YASZ8466711358575939,2024-11-21 22:28:31,22861,52,712,1703047,d95602de-2335-4ff2-8e1d-1a65f716b9b7
Emanuel Tabacu,emanueltabacu,emanueltabacu@gmail.com,6361214456413,1918-04-07,"Intrarea Dumitrescu Nr. 26, Iernut, 432581",0761 907 301,60:fe:4c:56:12:92,193.176.199.190,RO96EGPI0689826664375518,2025-03-22 08:39:18,34320,771,67,1904754,68ec7945-95f8-4684-b4e7-a451e324801f
Crina Stancu,crinastancu,crinastancu@gmail.com,1150814342765,1977-07-18,"Soseaua Voinea, Savinesti (Poiana Teiului), 409989",0739 819 542,b1:71:43:43:bd:82,70.213.141.49,RO54BREL6592240795684135,2024-05-31 04:58:53,31087,739,448,1703126,d2a9b687-eb50-4f1d-96a0-a66944488067
Angel Manole,angelmanole,angelmanole@gmail.com,3131227183708,2007-12-13,"Aleea Ivan Nemeș, Chisineu-Cris, 696183",0247 793 852,e8:ad:4e:1c:02:aa,135.213.243.254,RO29BDDQ0561265425530670,2025-04-16 03:06:06,8195,618,109,1808898,4b7f11af-ccea-4232-8c9b-aebce1cf1394
Dorian Ababei,dorianababei,dorianababei@kappa.ro,3760231187028,1951-08-09,"Drumul Tudor Nr. 14, Cisnadie, 463676",0780 581 364,71:23:a0:4d:5c:3f,79.52.134.46,RO16IERY7879968702737592,2024-07-09 09:14:56,24678,124,726,1425525,97409915-6eaa-4d84-850f-c1466d4559d0
Dacian Toma,daciantoma,daciantoma@zzup.ro,3280126085723,2021-12-28,"Soseaua Veta Popa Nr. 50, Curtea de Arges, 858831",0736 184 036,69:c4:f9:e4:ca:ec,126.104.222.215,RO76NQUX3285188635278154,2024-06-11 23:12:29,33228,567,741,669313,a6db5ae8-5021-43c7-97fc-78544859a4d4
Pavel Gheorghiu,pavelgheorghiu,pavelgheorghiu@141.ro,4630511073951,1953-02-08,"Bulevardul Laurenția Nistor Nr. 235, Constanta, 762148",0769 955 743,f8:5a:55:1f:8c:1f,36.51.152.196,RO44DQSH4254635124248438,2024-07-05 03:06:31,14217,160,608,70599,6ffa5330-0898-447b-83ce-0a5b3e69336f
Miron Tabacu,mirontabacu,mirontabacu@kappa.ro,7280818229390,1952-01-11,"Soseaua Emilian Stoica Nr. 205, Sannicolau Mare, 884390",0243 998 820,5f:ae:06:73:f6:d2,37.66.87.111,RO63MZLX0171028470245399,2025-02-20 01:07:26,26842,114,208,1894967,e317a005-a233-430b-9c47-eb61d2439ddc
Luiza Ardelean,luizaardelean,luizaardelean@post.ro,8920106528211,1975-09-04,"Drumul Marcel Marin Nr. 38 Bl. 11  Sc. 76 Ap. 173, Sighetu Marmatiei, 379865",0786 316 498,e2:65:e0:59:d4:c6,177.230.218.140,RO31QCOI4599680092289753,2024-10-08 12:30:04,16133,231,190,1536239,d78e4133-3867-498e-b647-075fe4bb1d4a
Ianis Tomescu,ianistomescu,ianistomescu@acasa.ro,2140130452124,1958-04-13,"Drumul Tomescu, Giurgiu, 461216",0259 038 776,9d:78:d1:71:57:82,17.93.73.247,RO44LWVE4883365300555444,2024-05-29 01:43:01,13846,9,387,706186,4ec901a8-e56d-4038-90ad-84f4f8be0bbf
Cristea Florea,cristeaflorea,cristeaflorea@141.ro,7820507046534,1975-09-19,"Intrarea Ligia Georgescu Nr. 85, Buzau, 468603",0255 195 814,8d:30:51:f0:8e:3a,205.142.70.100,RO92AQCA6882449241309064,2024-10-09 15:27:05,31706,52,97,298738,440a380b-bdbb-427d-9699-36fc7fbe2005
Zaharia Tudor,zahariatudor,zahariatudor@acasa.ro,3940326102862,1955-02-08,"Soseaua Dobre Nr. 30, Sacueni, 262551",0247 955 345,7b:07:b6:15:ad:a5,178.245.5.52,RO72ULLV6928856051852570,2025-01-19 01:12:53,26318,759,258,616192,a693675a-d4f2-414e-affe-c3a28b5c84e8
Măriuca Ene,măriucaene,măriucaene@post.ro,7440704408369,1984-01-16,"Strada Manole Nr. 65, 1 Decembrie, 327730",0231 681 414,27:40:41:7d:cf:ee,45.183.115.71,RO13ZASG4885417596697988,2024-09-02 21:30:03,13158,956,32,740719,699cd2a9-1075-4fef-ae06-0e57de2b8e90
Gheorghe Niță,gheorgheniță,gheorgheniță@post.ro,2310206517421,1948-12-21,"Aleea Elena Pop, Talmaciu, 163792",0751 688 417,be:e7:ba:b2:05:78,129.209.251.173,RO47XMTD8149574238946339,2025-02-03 08:16:49,24136,112,737,1354084,539a2a28-994d-4223-8546-e0f2288c0725
Edmond Manole,edmondmanole,edmondmanole@email.ro,1650809152069,1934-03-01,"Strada Manole Nr. 573 Bl. 47  Sc. 79 Ap. 543, Vatra Dornei, 778225",0749 739 518,48:c5:b4:f1:38:64,61.64.164.252,RO42TMIB2453593235807880,2025-02-04 03:30:34,17574,617,448,668240,3e8dc137-eaef-4299-bdb4-7e9edb68db3c
Iosif Gheorghiu,iosifgheorghiu,iosifgheorghiu@kappa.ro,8750221170023,1949-10-11,"Drumul Dinu Nr. 361 Bl. 54  Sc. 98 Ap. 595, Filiasi, 881578",0742 198 184,fd:3c:9c:d9:3b:4d,210.89.229.14,RO89XFVL0624152473530587,2025-03-03 08:20:47,27132,210,681,1489498,63c72ea2-6a73-40af-8c71-6aae2eef7272
Stelian Stănescu,stelianstănescu,stelianstănescu@acasa.ro,6330211199701,1988-03-20,"Aleea Dochioiu, Cajvana, 416833",0728 791 157,0b:7c:db:c3:4b:8f,90.159.162.94,RO32YFRD3766210895615338,2025-01-10 21:22:43,20684,770,309,1647107,bac0a66c-8f47-4274-8765-73515ec7c177
Dimitrina Albu,dimitrinaalbu,dimitrinaalbu@141.ro,1040921103394,1920-11-15,"Soseaua Marin Nr. 86, Tufesti, 788930",0259 084 898,42:f0:48:38:da:61,134.89.113.16,RO67WTVB4417409758792160,2024-05-31 03:54:01,11536,982,670,1157130,e7ab0c9b-7823-4d28-9a5d-21be465ad5fb
Zeno Preda,zenopreda,zenopreda@post.ro,6230307137841,2011-02-21,"Bulevardul Oprea Nr. 379 Bl. 60  Sc. 62 Ap. 231, Alesd, 839609",0756 666 087,58:a0:73:1f:90:0e,168.98.181.8,RO61EFYY7010899910426875,2024-10-16 12:32:47,16933,789,367,1171915,3d1a68d8-40e3-4e21-bc78-a9ece605cb87
Alexandru Mocanu,alexandrumocanu,alexandrumocanu@gmail.com,7180611011696,1995-10-20,"Drumul Barbu, Pogoanele, 927660",0244 544 287,f5:c5:e1:b5:f7:1e,197.85.235.29,RO47GDDO8838076099508083,2025-01-16 10:12:25,17778,481,767,1957961,c7f73ee0-c1ca-49e5-acba-8de26dd2f62b
Nicolaie Stoica,nicolaiestoica,nicolaiestoica@post.ro,8670602438678,1999-09-09,"Bulevardul Mitruț Toma Nr. 42 Bl. 32  Sc. 15 Ap. 681, Peris, 685793",0263 670 341,31:f9:4e:11:36:6d,26.99.124.189,RO31RSUD5319725878764151,2024-05-25 21:21:19,14214,862,796,488296,64095795-fbaa-4d63-a346-f0922d4b485e
Didina Stoica,didinastoica,didinastoica@kappa.ro,8011013224586,1936-06-04,"Intrarea Niță, Sebes, 281068",0245 176 383,6d:9c:55:24:cf:ed,153.246.161.177,RO20FHIP5838493751733101,2024-10-20 11:46:24,31929,189,731,880134,eb826e86-1526-4299-b265-c94bc5f6d5c1
Ianis Nistor,ianisnistor,ianisnistor@141.ro,4840423523278,1965-11-25,"Drumul Oprea Nr. 691, Borsa, 339833",0766 510 648,71:46:d8:5c:4e:6a,78.155.202.111,RO45KPXA7404133759808336,2025-04-20 17:25:06,6088,334,149,974037,6a4fe8ba-cb68-49f3-a913-cc5d3365f4b5
Cantemir Popescu,cantemirpopescu,cantemirpopescu@zzup.ro,8410226039204,1965-03-06,"Bulevardul Nistor Nr. 814, Victoria, 581326",0785 565 340,6d:05:b0:a9:2c:fe,32.118.44.155,RO29GXFU7701797235536322,2024-08-27 02:11:17,15571,977,172,1563023,aee8e664-d0bd-4262-9043-472203812c58
Vasilică Pop,vasilicăpop,vasilicăpop@141.ro,7940129119940,1970-06-25,"Aleea Tomescu, Oltenita, 577931",0241 868 975,ab:d4:37:73:aa:8f,76.252.146.183,RO92OLZW0045824722241541,2024-11-22 15:39:43,1036,634,629,616761,38313f3b-438d-4f30-a025-f6ce9601e48a
Mircea Ioniță,mirceaioniță,mirceaioniță@gmail.com,4980324179822,1934-09-02,"Strada Tabacu Nr. 173, Valu lui Traian, 860777",0734 825 409,9c:7e:a6:c9:bb:00,137.50.227.127,RO72NXCX5028155493784361,2025-01-29 11:57:24,19738,317,595,1066032,6c18ef5a-a330-47ab-a959-d10d82e0fd20
Sabrina Popescu,sabrinapopescu,sabrinapopescu@email.ro,8010906257895,1930-10-10,"Drumul Cristea Dima, Bocsa, 102835",0245 550 984,b5:4f:b6:18:3c:86,117.63.102.62,RO85RKOG0699183550659033,2025-02-13 06:09:23,19797,992,100,1514542,b06210e8-efbd-4df5-8c67-e585401e1784
Loredana Pop,loredanapop,loredanapop@zzup.ro,8561114105182,1969-11-23,"Strada Silvana Popa Nr. 707, Balotesti, 500946",0788 727 947,3f:e5:39:8a:3e:d4,121.149.229.190,RO82ECHP8962153293492423,2025-05-07 23:32:55,21011,690,651,1273206,25d46f08-84fc-46d0-82cd-7a3341f2ee7d
Pompilia Diaconu,pompiliadiaconu,pompiliadiaconu@141.ro,2420815221894,1976-11-20,"Drumul Barbu Nr. 33, Siret, 219177",0740 936 202,38:1d:26:65:7e:e4,88.51.236.99,RO13SENX2885603785990990,2025-04-03 09:08:58,22711,671,268,1204936,2ac2e346-907b-4ed2-af57-76815df6b2cd
Astrid Preda,astridpreda,astridpreda@acasa.ro,6180331264142,1961-04-03,"Drumul Popescu Nr. 70, Moreni, 630136",0723 232 799,fd:b8:2c:c3:12:e9,217.3.71.27,RO69AZYQ9991217921554624,2024-11-12 19:44:51,9221,501,777,378266,d86c6562-2f54-4ab2-b5c8-48571f898c85
