person_name,user_name,email,personal_number,birth_date,address,phone_number,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Dariana Ene,darianaene,darianaene@kappa.ro,7291103279930,1974-08-04,"Drumul Preda, Baile Borsa, 305435",0267 546 639,c8:55:ce:24:f7:a5,86.11.41.94,RO66BPFR5198401953583999,2025-04-04 17:16:32,2863,775,788,1866290,4e3a9e56-07a1-49ae-9fad-e14aa71809fb
Olivia Ardelean,oliviaardelean,oliviaardelean@email.ro,7980725216468,1972-02-19,"Soseaua Tomescu, Vaslui, 728490",0732 898 886,bc:9f:45:2e:b0:48,26.114.80.62,RO57SWOM5100680766778167,2025-04-04 17:16:32,7758,238,112,1100667,873c3c7e-a24c-4cde-a8ac-6f5c970d64ad
Anastasia Florea,anastasiaflorea,anastasiaflorea@141.ro,8620615086384,1926-10-04,"Intrarea Nistor Nr. 98, Boldesti-Scaeni, 149934",0263 477 429,46:03:0d:5a:62:18,4.196.193.105,RO48KISL9620758751143222,2025-04-04 17:16:32,21927,726,369,1145535,31efe2cf-dda8-43c3-9947-a3c5f6af610d
Ionela Georgescu,ionelageorgescu,ionelageorgescu@post.ro,8220808179605,1953-01-26,"Drumul Matilda Dinu Nr. 293, Zalau, 603304",0758 362 842,96:bc:22:63:7c:fa,141.182.164.101,RO69WBDF2234453995965208,2025-04-04 17:16:32,17636,646,149,908941,5328b0a5-ea86-45d8-afb7-e41c7b106348
Didina Nistor,didinanistor,didinanistor@acasa.ro,5440429302056,1933-08-01,"Bulevardul Codruț Georgescu Nr. 41 Bl. 69  Sc. 61 Ap. 519, Caracal, 815701",0235 579 261,b4:04:e3:cc:88:1a,156.30.180.125,RO59JZJU5517309643743392,2025-04-04 17:16:32,13719,101,676,520290,aaf5e1b0-09e4-4750-b1f0-f8c249410e94
Haralamb Dinu,haralambdinu,haralambdinu@141.ro,1601122200078,1996-11-16,"Bulevardul Stoica, Tunari, 128213",0767 286 294,24:da:a6:ac:8c:1c,152.136.144.221,RO49NWDN1197982662900113,2025-04-04 17:16:32,29561,909,552,616677,7855e103-05bb-4aa9-959b-9380e24c99de
Domnica Ene,domnicaene,domnicaene@email.ro,1980813213245,1941-03-28,"Soseaua Stoica Nr. 745 Bl. 23  Sc. 64 Ap. 830, Sinaia, 754283",0731 803 298,2e:c7:63:7f:5a:23,136.136.193.210,RO90AXPZ4427535974662482,2025-04-04 17:16:32,1202,500,561,109058,f8aa2c13-e70f-4c57-a470-21b9dad17069
Jan Aanei,janaanei,janaanei@zzup.ro,7050713299231,1920-07-28,"Bulevardul Tomescu, Fieni, 103874",0729 782 352,82:da:9b:bf:07:83,155.144.73.113,RO63EHKV1838733747086446,2025-04-04 17:16:32,8500,159,90,814184,6236d2ab-ea99-4fe8-9d33-2013d51c4395
Manuela Dumitrescu,manueladumitrescu,manueladumitrescu@email.ro,2591119312826,1989-06-15,"Drumul Popescu Nr. 45, Cumpana, 510891",0250 420 803,be:47:0a:8a:63:d7,182.79.163.120,RO27ASWN7362502539819958,2025-04-04 17:16:32,2916,681,427,155229,e57ed26d-6533-4d81-8b2e-d71e233e3a24
Cosmin Dobre,cosmindobre,cosmindobre@post.ro,1120807044042,1994-06-08,"Bulevardul Nemeș Nr. 60, Fetesti-Gara, 351698",0752 073 392,94:2b:73:ed:40:09,154.106.200.136,RO05ASDD1279577376686443,2025-04-04 17:16:32,13060,178,27,565548,0a687c71-36d5-41e9-8d64-27982b4a42b9
Lidia Florea,lidiaflorea,lidiaflorea@zzup.ro,7490509020691,1929-11-16,"Intrarea Stancu Nr. 132, Cumpana, 670350",0785 288 850,4a:19:b6:fd:8f:6e,203.101.146.48,RO69FJYS0718940694829535,2025-04-04 17:16:32,29795,89,84,1536585,f0af5d35-2c95-4ecb-94c3-27fb1260f01f
Ortansa Toma,ortansatoma,ortansatoma@zzup.ro,8831220076407,1956-03-11,"Strada Aida Toma, Peris, 623735",0241 547 588,2e:e7:df:fd:86:00,104.7.169.181,RO68EHJI0736855933611003,2025-04-04 17:16:32,5352,534,645,543846,06cb52a4-71d6-483e-bb0b-c0b048dbf2a4
Mirona Mazilescu,mironamazilescu,mironamazilescu@email.ro,4220920463421,1913-11-28,"Aleea Rafael Nemeș Nr. 56 Bl. 61  Sc. 41 Ap. 811, Moinesti, 823614",0253 328 371,3e:44:f9:86:a3:27,88.254.142.223,RO38CYUA7445891510859826,2025-04-04 17:16:32,6994,26,410,892019,f88fd214-5cf7-458a-8948-1f3bfb46db27
Ionică Dobre,ionicădobre,ionicădobre@kappa.ro,7270128510536,2012-04-02,"Intrarea Diaconescu, Eforie Nord, 225568",0727 227 141,d2:30:ee:b0:df:9e,177.237.181.101,RO05VCJL1870394371443643,2025-04-04 17:16:32,1733,831,394,1980924,a2bce909-b59a-4260-862d-ebe580c0c5a8
Zamfira Toma,zamfiratoma,zamfiratoma@email.ro,5351226091950,1960-01-07,"Strada Sorina Pop Nr. 896, Constanta, 345150",0743 035 761,1a:90:0d:fc:2e:80,209.225.102.2,RO02QVQP3359138906207240,2025-04-04 17:16:32,20719,467,179,427571,c6a8d4dc-78e9-4c1a-9966-b3bcb628e921
Ofelia Mocanu,ofeliamocanu,ofeliamocanu@141.ro,5380301335821,1995-01-19,"Drumul Elena Nistor, Tandarei, 902941",0237 583 111,42:1f:9b:d4:22:ec,143.193.77.221,RO90UAWP2550910540380019,2025-04-04 17:16:32,12402,351,103,581478,8f757545-e4c5-4a63-8e83-cc7fcce7765c
Denis Popa,denispopa,denispopa@acasa.ro,3930106430390,1982-12-07,"Drumul Manole Nr. 66 Bl. 86  Sc. 62 Ap. 956, Vicovu de Sus, 333208",0260 992 423,ee:a8:24:f4:aa:81,13.189.89.68,RO18WPDU9180883604633569,2025-04-04 17:16:32,11239,839,242,289567,ebd9a802-cb15-46a0-8755-126229b6d639
Cecilia Nistor,cecilianistor,cecilianistor@zzup.ro,4070115415344,1989-04-20,"Strada Simion Pușcașu Nr. 790 Bl. 93  Sc. 22 Ap. 651, 1 Decembrie, 309638",0757 288 241,2c:2d:04:e8:c3:58,188.213.6.217,RO41CQRR5384533343145876,2025-04-04 17:16:32,30204,660,423,878101,276df0b7-405d-4bf9-8d1c-d74bca455b27
Arian Popescu,arianpopescu,arianpopescu@kappa.ro,7201012378496,1952-07-14,"Bulevardul Tincuța Nistor Nr. 352, Constanta, 531112",0785 666 226,5a:42:7c:07:8c:e6,154.229.196.168,RO04XLZP6885482052816177,2025-04-04 17:16:32,9138,986,634,1466387,559ffe5b-28f3-4296-9bc1-2b7ff3180326
Petrișor Popa,petrișorpopa,petrișorpopa@acasa.ro,2751103424184,1962-04-17,"Drumul Stănescu Nr. 95, Targoviste, 519829",0269 569 576,b0:33:ce:c8:61:88,126.22.234.28,RO96ZLHD3281379617263293,2025-04-04 17:16:32,13629,425,246,713391,6d9cd9f4-5159-44ff-aadb-09f638bf20aa
Narcisa Dobre,narcisadobre,narcisadobre@email.ro,6010813337123,1914-07-30,"Bulevardul Suciu Nr. 75, Sighisoara, 504891",0731 085 404,00:2f:85:08:00:d1,45.154.38.96,RO50SWVE5667510482147993,2025-04-04 17:16:32,33468,565,102,1074656,cd0aaaf7-eb08-4613-a455-d7a92c3b467f
Gelu Barbu,gelubarbu,gelubarbu@kappa.ro,6830707522600,1920-06-23,"Soseaua Suciu Nr. 131, Targu Neamt, 416832",0258 871 238,62:7b:e8:c3:ed:06,1.206.237.50,RO88LCQR9383611073081748,2025-04-04 17:16:32,34496,545,168,1407850,38f4b242-14f2-43e5-b4b5-4b12616016be
Floarea Manole,floareamanole,floareamanole@zzup.ro,7630514111098,1917-01-22,"Bulevardul Pop Nr. 43 Bl. 13  Sc. 20 Ap. 649, Mioveni, 605256",0267 134 515,d4:e9:14:cd:d7:10,76.186.68.134,RO33XHGI8129661030003286,2025-04-04 17:16:32,26603,791,148,354611,3859494a-48c5-49d9-b4f1-a2eac517ead6
Benone Tabacu,benonetabacu,benonetabacu@kappa.ro,3280506135653,1935-09-21,"Strada Dumitrescu Nr. 25, Ineu, 305314",0766 220 153,f0:d0:93:3f:92:2d,160.134.9.175,RO61DXSF7993897635322300,2025-04-04 17:16:32,16619,460,82,636438,9ea93a65-4932-4379-995c-b287d19a2f4c
Sânziana Diaconu,sânzianadiaconu,sânzianadiaconu@email.ro,7510511117581,1911-01-06,"Aleea Dobre Nr. 669, Macin, 275672",0242 765 013,12:65:41:e0:9e:b2,216.249.156.197,RO51WFVH3225037735353322,2025-04-04 17:16:32,11369,934,471,1364337,be8c9b46-807f-4ebf-aa00-258ed2380a6d
Aglaia Suciu,aglaiasuciu,aglaiasuciu@email.ro,5160802231520,1948-06-25,"Bulevardul Ioniță Nr. 53 Bl. 38  Sc. 18 Ap. 146, Glina, 280044",0744 234 933,76:55:c0:a1:a7:da,176.11.108.123,RO48ZWEY4939586219447840,2025-04-04 17:16:32,22033,375,533,1930942,87436f54-11c7-4d27-8042-5b17c8f2b4b3
Andra Tabacu,andratabacu,andratabacu@kappa.ro,1570723256619,1986-10-10,"Intrarea Traian Stancu Nr. 51, Blaj, 551879",0739 268 247,bc:a2:1a:73:51:a2,147.87.249.23,RO38WQKQ7790478789938016,2025-04-04 17:16:32,11000,739,378,1650580,a73fe44e-f6c6-4483-b297-88dd2634ce2b
Georgian Pop,georgianpop,georgianpop@141.ro,8070311126909,1943-03-01,"Soseaua Ionică Diaconu Nr. 360, Dancu, 287929",0741 944 938,1c:3f:89:1a:ca:5a,75.64.163.51,RO98LCSG0329294814112129,2025-04-04 17:16:32,28138,390,699,1662000,239f1e2b-3b03-4839-89f6-6dd5eedebb2c
Edgar Stan,edgarstan,edgarstan@141.ro,4481116375236,2009-05-19,"Strada Tatiana Dumitrescu, Harsova, 573416",0780 672 895,2e:36:6c:b4:86:04,215.138.214.246,RO40JYDF0157136772633587,2025-04-04 17:16:32,34928,835,318,1969483,6cf25ca1-e43d-4b47-b9e2-aaade7c11bb2
Daciana Tomescu,dacianatomescu,dacianatomescu@acasa.ro,1110529304618,1967-12-30,"Aleea Manole Nr. 65, Ramnicu Valcea, 955980",0725 993 576,d0:78:ca:da:61:5c,74.75.35.200,RO78UFHD7954712973970381,2025-04-04 17:16:32,11757,644,60,1317286,5e4a2ece-4ee4-4d24-999a-796a08b2877c
Floriana Gheorghiu,florianagheorghiu,florianagheorghiu@email.ro,6410107377873,1985-01-20,"Aleea Florea Nr. 78, Targu Mures, 335036",0761 339 878,f8:b2:c8:f4:ff:ee,90.30.150.42,RO69TOIM4089903054581470,2025-04-04 17:16:32,13707,317,766,506004,8a869fc0-5231-45e2-9123-1c8636264b0d
Ladislau Niță,ladislauniță,ladislauniță@post.ro,7991104449687,1939-02-16,"Aleea Tomescu Nr. 349, Giarmata, 275864",0233 355 827,94:cb:2e:c2:d9:fd,220.59.43.144,RO17ORTU1438131123720409,2025-04-04 17:16:32,30618,453,687,1345131,af2f1cf8-b57a-46b3-b160-6d8daeaaab81
Andrada Albu,andradaalbu,andradaalbu@post.ro,6410310160632,2013-09-04,"Drumul Albu Nr. 24 Bl. 46  Sc. 97 Ap. 745, Bacau, 756352",0253 684 712,64:5a:07:c8:0a:c0,74.255.19.157,RO79FURQ7361095164596837,2025-04-04 17:16:32,18125,436,633,1133832,a889c0a4-e587-4e98-9f87-4f562c246e2b
Anda Oprea,andaoprea,andaoprea@zzup.ro,8460513386549,2002-01-27,"Drumul Tudor Nr. 43, Buzau, 870320",0251 140 268,a6:92:0a:2f:c1:ce,34.86.105.199,RO76DJPI2144605225353535,2025-04-04 17:16:32,10924,351,399,803126,104a49df-7ccd-49ed-b876-d59885fe41c6
Achim Suciu,achimsuciu,achimsuciu@post.ro,1240907238461,1942-04-09,"Bulevardul Voicu Stănescu Nr. 514, Modelu, 127159",0261 048 906,3e:f6:65:e7:2d:bc,196.242.80.40,RO14CMCC4223754351693163,2025-04-04 17:16:32,28346,271,717,1186800,1ef1fe0e-3cd2-47c0-986e-c1ab727ac596
Gențiana Tudor,gențianatudor,gențianatudor@gmail.com,1860323287264,2001-09-23,"Drumul Manole Nr. 45 Bl. 19  Sc. 59 Ap. 908, Macin, 510076",0771 103 418,7c:e5:b3:36:af:90,92.207.52.13,RO34TOSG6696293566141346,2025-04-04 17:16:32,21455,741,218,1374628,03d99d10-46f2-4888-9ed5-fc623cab0700
Pamfil Ardelean,pamfilardelean,pamfilardelean@gmail.com,1280222401039,1937-04-25,"Soseaua Preda Nr. 738 Bl. 19  Sc. 53 Ap. 691, Curtici, 899924",0732 981 215,24:46:c2:02:d3:54,188.91.146.129,RO68REGH4764929586639779,2025-04-04 17:16:32,34362,109,9,503020,b031588a-1eee-4aa4-be42-0225b9ad9616
Vincențiu Dobre,vincențiudobre,vincențiudobre@gmail.com,7760729330708,1944-03-08,"Soseaua Diaconu Nr. 73 Bl. 35  Sc. 39 Ap. 425, Brad, 505519",0784 911 510,f0:dc:d5:18:bd:8e,185.174.133.130,RO14DJKJ3632080172304086,2025-04-04 17:16:32,4891,884,281,1709439,117b1b01-b9b8-4244-8c13-647d58d0d544
Denisa Tabacu,denisatabacu,denisatabacu@141.ro,6740207149347,2005-07-08,"Aleea Nemeș Nr. 959 Bl. 64  Sc. 84 Ap. 286, Lupeni, 456380",0725 889 993,22:bd:d2:e9:43:6d,87.119.184.44,RO07EVOR3763162566701523,2025-04-04 17:16:32,22449,137,282,1133871,ebb7b267-db38-4ef6-8f6b-856d1d558681
Valeriu Mocanu,valeriumocanu,valeriumocanu@kappa.ro,1880819280726,2008-04-10,"Drumul Nemeș Nr. 114, Mangalia, 853066",0240 528 939,28:37:6d:fe:99:ac,134.4.127.226,RO03ONIW5673381600488970,2025-04-04 17:16:32,14890,610,115,44645,fefe88b2-2421-4d3d-9947-994d84234057
Delia Nistor,delianistor,delianistor@141.ro,1680630329594,2024-12-15,"Drumul Eduard Manole Nr. 789 Bl. 96  Sc. 71 Ap. 446, Ramnicu Valcea, 531776",0769 683 903,ca:20:d6:3b:16:12,84.40.48.30,RO54WJGA1723846852543322,2025-04-04 17:16:32,28814,258,690,1226219,72eba309-d6af-4491-8378-09e37026039f
Iustin Nistor,iustinnistor,iustinnistor@post.ro,6140206302589,1984-10-15,"Aleea Stancu, Tandarei, 112410",0752 733 718,c0:51:47:56:c0:56,81.223.236.65,RO60WGCV9967981922006243,2025-04-04 17:16:32,22665,12,537,1135758,55f94e95-7f88-4488-af4f-3df24d09c26d
Heracleea Pușcașu,heracleeapușcașu,heracleeapușcașu@acasa.ro,7440714026447,1977-08-27,"Aleea Ionescu Nr. 190 Bl. 29  Sc. 36 Ap. 229, Rosiori de Vede, 770399",0258 212 622,3e:37:6c:05:f5:e0,25.172.11.30,RO29EGDQ2429898031727956,2025-04-04 17:16:32,21802,460,39,892667,e62c8017-a103-401a-bd9a-3414cb614030
Nicușor Suciu,nicușorsuciu,nicușorsuciu@acasa.ro,3450106422308,1937-09-28,"Strada Diaconu, Tuzla, 670677",0736 886 039,32:8c:a7:4c:44:6e,126.193.221.232,RO93NMJM4448370439227157,2025-04-04 17:16:32,9665,381,344,1443413,4f74eb8b-2455-48ec-a01e-969cd78bda32
Cecilia Dima,ceciliadima,ceciliadima@141.ro,3160528184901,1947-08-17,"Aleea Ababei Nr. 93 Bl. 43  Sc. 95 Ap. 654, Pantelimon, 101178",0744 882 503,d6:89:51:31:c3:9e,178.92.129.244,RO68GHGT9140103567578189,2025-04-04 17:16:32,31142,81,265,784517,c24f09a0-f92f-4895-b9a9-af242c3169b6
Constantina Cristea,constantinacristea,constantinacristea@gmail.com,6351009305421,1976-04-23,"Intrarea Georgescu Nr. 260, Voluntari, 183301",0732 435 564,72:65:93:56:6c:d6,120.225.226.20,RO76LGGY4136946200030608,2025-04-04 17:16:32,16727,82,634,970089,45127f19-7052-4be3-9aec-7f0772078a3e
Roxelana Georgescu,roxelanageorgescu,roxelanageorgescu@kappa.ro,2660609319013,1916-03-05,"Aleea Suciu Nr. 568, Intorsura Buzaului, 258592",0723 460 587,82:57:a4:00:c3:72,79.165.99.198,RO41SJAU1038535836108929,2025-04-04 17:16:32,17391,690,568,1722452,4ac2c91e-1075-4baf-9eef-089582cb5509
Florența Popescu,florențapopescu,florențapopescu@zzup.ro,6910518523697,1928-06-10,"Soseaua Marin, Sangeorz-Bai, 688054",0242 190 831,ca:8e:b4:8c:f4:ae,126.2.225.178,RO45WBSQ6098920093380520,2025-04-04 17:16:32,26324,384,469,1101191,0a210ec8-fab9-4f21-aeb0-90d68eeeb30f
Nidia Dumitrescu,nidiadumitrescu,nidiadumitrescu@post.ro,4440923452874,1957-11-16,"Strada Stănescu, Negresti, 539139",0236 784 133,0e:17:43:1f:d8:90,96.174.109.214,RO68JJGA7558127330485931,2025-04-04 17:16:32,1761,316,526,1828706,0eab5eb3-13aa-4fbb-9b95-3bdcdcc8b7e4
Fabiana Diaconu,fabianadiaconu,fabianadiaconu@acasa.ro,4600516202481,1924-12-26,"Strada Ardelean, Sangeorgiu de Mures, 710448",0759 507 498,c2:5f:86:34:0f:c3,107.228.155.20,RO55QSAN1990973719337164,2025-04-04 17:16:32,30900,640,571,1545157,61186823-4dc3-45ff-a5dd-4b18982d830c
Vlădelina Popescu,vlădelinapopescu,vlădelinapopescu@141.ro,3780520446054,1925-03-02,"Bulevardul Simina Florea, Jilava, 203450",0772 786 624,84:ca:33:07:10:54,34.129.116.136,RO36QRJQ5472734254178226,2025-04-04 17:16:32,32652,630,744,1572099,aa205c5c-56ec-4d7e-8edb-0cf5a84cd76d
Casiana Stancu,casianastancu,casianastancu@141.ro,5130204011702,2011-09-20,"Drumul Marcheta Oprea Nr. 43, Draganesti-Olt, 766958",0246 740 655,de:4c:f7:2b:3c:93,64.143.59.2,RO88BSSK4810138415114339,2025-04-04 17:16:32,2016,852,513,977112,d6bad821-256d-49a8-8de3-91d38a75b21a
Măriuca Barbu,măriucabarbu,măriucabarbu@post.ro,7450602251831,1926-02-07,"Aleea Nistor Nr. 89 Bl. 64  Sc. 97 Ap. 582, Cernavoda, 697331",0742 038 795,6e:e4:9e:2a:15:af,176.143.9.91,RO02MRGD4593701430640535,2025-04-04 17:16:32,19389,911,277,1659343,8401d496-fe6c-44a6-99f6-a82b2142937a
Niculiță Manole,niculițămanole,niculițămanole@zzup.ro,5370728143302,1916-01-22,"Intrarea Diaconu Nr. 39, Marghita, 260691",0747 661 737,e2:da:e5:72:d2:ef,51.126.82.202,RO21TSYT7129828789651934,2025-04-04 17:16:32,10646,372,162,254927,645e50ac-c7ce-4e52-960b-9923713eff08
Larisa Stancu,larisastancu,larisastancu@acasa.ro,8210302412052,1971-07-19,"Bulevardul Ionescu, Oituz, 686815",0263 145 186,68:8d:e9:ab:90:c4,110.231.247.212,RO21WPES2033522943468281,2025-04-04 17:16:32,10938,615,664,1851851,cfc58ff7-cec0-4abb-a74e-67c65872a32d
Dorli Eftimie,dorlieftimie,dorlieftimie@post.ro,3460412271382,1994-04-23,"Intrarea Mazilescu, Sangeorgiu de Mures, 472139",0733 015 854,c8:8d:65:51:76:f2,55.255.36.132,RO25ZYSP1042109385477078,2025-04-04 17:16:32,19384,299,104,1652262,bb78b182-e4f8-4f36-8b9a-33f464e2b099
Iosefina Eftimie,iosefinaeftimie,iosefinaeftimie@zzup.ro,4421211439889,2022-04-08,"Soseaua Ionescu Nr. 85, Negresti-Oas, 582193",0750 238 762,ac:67:18:dc:24:c5,147.69.242.146,RO75NKGF6488432904296935,2025-04-04 17:16:32,14187,261,61,119557,f00ba9e1-3416-4bb0-9ecb-ec02c0703625
Cătălin Nistor,cătălinnistor,cătălinnistor@post.ro,5410615050131,1993-08-08,"Aleea Stan Nr. 39 Bl. 97  Sc. 62 Ap. 203, Ramnicu Valcea, 244451",0740 197 526,d2:73:97:59:f4:bc,20.115.51.164,RO32VMSX3884656940239572,2025-04-04 17:16:32,31837,656,407,960497,ee7179d6-0746-4dd1-8eb8-38ce566b904a
Simina Nemeș,siminanemeș,siminanemeș@kappa.ro,7700228220466,1924-06-21,"Aleea Dochioiu Nr. 256 Bl. 11  Sc. 74 Ap. 931, Adjud, 250780",0780 334 975,66:53:29:97:76:03,26.146.244.194,RO25YISL5013854558455899,2025-04-04 17:16:32,18829,166,192,1939672,b4490ae6-fbf5-471b-8313-b316401cba04
Ana Stănescu,anastănescu,anastănescu@141.ro,6390426355144,1943-08-23,"Aleea Cecilia Florea, Techirghiol, 553496",0761 647 057,c4:87:6a:cf:61:b6,73.2.231.217,RO11GFMO8443189624477992,2025-04-04 17:16:32,30149,188,660,669261,8bd74a13-c2fd-4acf-b3ff-7524488805e8
Aurora Stan,aurorastan,aurorastan@141.ro,5560407147596,1977-11-10,"Aleea Florea Nr. 43 Bl. 30  Sc. 51 Ap. 108, Buftea, 327082",0263 894 879,6a:06:2f:92:5e:07,156.7.82.220,RO28MGUQ6642595066814513,2025-04-04 17:16:32,16475,54,151,362818,25b76768-455f-4bf8-b73d-adf3d204df46
Rebeca Mazilescu,rebecamazilescu,rebecamazilescu@kappa.ro,8320230192083,1963-10-15,"Drumul Stancu Nr. 688, Gugesti, 666485",0765 630 767,50:90:f5:75:f5:9f,176.115.98.126,RO95FXSU8703041240669812,2025-04-04 17:16:32,13169,464,630,841126,57c224e5-7263-43e3-ab3a-41a28d323575
Evelina Barbu,evelinabarbu,evelinabarbu@141.ro,6201115215441,1952-03-12,"Bulevardul Toma Nr. 29, Videle, 562747",0744 755 981,e6:c8:1e:92:5c:4d,176.91.194.72,RO96EVDS1918926952938468,2025-04-04 17:16:32,8332,171,23,10869,147ce8ce-c1b5-491c-bfd6-b2ee194d444d
Leordean Pușcașu,leordeanpușcașu,leordeanpușcașu@acasa.ro,1930723196165,1964-04-06,"Soseaua Flaviu Tudor Nr. 18, Floresti, 508620",0724 883 865,68:21:53:3d:98:68,130.97.200.66,RO30VUFZ2315043432332210,2025-04-04 17:16:32,530,17,99,1022748,ffd98017-dcbc-4ce5-88f2-ac4026c747c5
Tudorița Nistor,tudorițanistor,tudorițanistor@email.ro,3000717067870,1911-08-16,"Intrarea Aneta Gheorghiu, Anina, 350988",0757 897 464,ee:5b:ae:86:bd:de,126.22.214.189,RO95SAHX4460165913648904,2025-04-04 17:16:32,2409,748,203,1160038,6c5ac489-15e9-4b36-b4fc-7840185ed5e2
Fiodor Albu,fiodoralbu,fiodoralbu@141.ro,4771106337324,1989-12-16,"Soseaua Ionescu Nr. 728, Rasinari, 595104",0762 359 060,ce:b7:71:64:b4:68,116.13.65.108,RO70DESM7339949163864474,2025-04-04 17:16:32,14638,565,265,1052990,62d0503d-90eb-4eda-8977-b4ff92d2dcd2
Norbert Pop,norbertpop,norbertpop@gmail.com,7350528322460,1917-05-21,"Aleea Ioniță Nr. 91, Modelu, 917595",0264 504 004,ae:0e:f0:12:c3:f9,8.85.86.209,RO91ZSGG0849973918036049,2025-04-04 17:16:32,8466,600,18,1789417,450ecead-1f2d-455a-87eb-7bc1c23a14d8
Valeriu Ababei,valeriuababei,valeriuababei@gmail.com,4450215119033,2018-10-15,"Aleea Andrei Ioniță Nr. 33, Podu Iloaiei, 759917",0259 569 661,f8:9c:c2:33:36:1a,196.216.140.24,RO31NGIG5846197990987872,2025-04-04 17:16:32,7984,518,235,123934,f2bb95d1-afdf-4601-ba5f-b2db885d07db
Ștefania Cristea,ștefaniacristea,ștefaniacristea@gmail.com,8270413389220,2000-11-26,"Bulevardul Tomescu Nr. 59 Bl. 87  Sc. 87 Ap. 120, Rasnov, 256856",0247 178 311,16:ae:a3:36:69:79,63.6.169.116,RO16HZCZ8112610999441867,2025-04-04 17:16:32,12734,745,324,1754415,b7439f9f-44ea-416b-9f73-fb6ee766caf7
Svetlana Diaconu,svetlanadiaconu,svetlanadiaconu@email.ro,3960617441796,1961-06-24,"Bulevardul Haralamb Eftimie Nr. 53 Bl. 22  Sc. 69 Ap. 390, Topoloveni, 602614",0753 312 218,7c:61:cf:e2:72:10,48.51.156.217,RO88NHHW5728245762698213,2025-04-04 17:16:32,29476,2,23,206047,7b311f66-4e1e-407d-9b25-483d5a60e704
Daiana Toma,daianatoma,daianatoma@kappa.ro,8170913058761,1969-04-14,"Soseaua Aanei Nr. 41 Bl. 22  Sc. 82 Ap. 696, Ineu, 171141",0736 789 372,a2:e4:4d:a6:b8:57,89.22.135.163,RO51BKQH5907110011542249,2025-04-04 17:16:32,16018,697,379,1497687,ce902bb9-17b1-4323-b49e-51d36c0e10a1
Titus Oprea,titusoprea,titusoprea@zzup.ro,6381114055790,2021-11-03,"Aleea Bănel Diaconescu Nr. 58, Suceava, 628840",0725 186 961,32:99:b3:b4:38:b4,182.68.4.171,RO86OXRE8015104155324367,2025-04-04 17:16:32,17575,790,383,1906123,067b5fdb-5aa9-4e9d-87d9-5fcc3c9d610d
Monica Albu,monicaalbu,monicaalbu@email.ro,7131208448866,1963-12-16,"Strada Niță, Peretu, 700666",0269 072 461,ce:08:5e:60:1b:4b,176.52.250.13,RO46JZWQ2513031392903617,2025-04-04 17:16:32,8184,621,100,1762766,4892188c-51b7-4499-97f9-990125fa56a1
Lorin Oprea,lorinoprea,lorinoprea@141.ro,7551119342373,1928-06-06,"Drumul Marioara Stan Nr. 39, Dragasani, 982371",0242 003 018,2a:84:3d:d0:c3:be,18.30.79.57,RO89KNRX9442966885505655,2025-04-04 17:16:32,32146,264,714,169128,3a9d95f4-88d5-49df-8f4f-8f60c63ea9f8
Nicușor Suciu,nicușorsuciu,nicușorsuciu@acasa.ro,6350204312952,2011-12-29,"Bulevardul Ștefan Niță, Moreni, 842254",0762 917 858,ac:d7:09:a6:5d:bd,116.221.195.119,RO75OXBQ3099741821497940,2025-04-04 17:16:32,32734,520,383,1538379,e31da2ef-5fe6-45cd-b6c1-9a594b48db81
Anișoara Georgescu,anișoarageorgescu,anișoarageorgescu@zzup.ro,2170817059936,1995-04-11,"Drumul Georgescu Nr. 544 Bl. 59  Sc. 57 Ap. 205, Poiana Mare, 563601",0765 060 718,c6:cd:7a:18:fe:05,5.78.151.172,RO41RIBW1559002415001964,2025-04-04 17:16:32,23506,250,380,1726692,8616a207-a31c-4289-9045-e478d98103fe
Constantin Stan,constantinstan,constantinstan@post.ro,8591223369394,1960-02-03,"Bulevardul Nae Aanei Nr. 28, Cluj-Napoca, 892881",0239 965 670,54:4e:1d:7f:e7:a2,175.147.41.157,RO19OZJN3918380825785809,2025-04-04 17:16:32,31895,205,285,764748,1d337d2e-0a4c-4c3c-96ad-8325eb83360f
Sandu Dima,sandudima,sandudima@email.ro,3610711226772,1973-10-06,"Drumul Cristea, Orsova, 913489",0246 865 463,0a:a3:44:48:c7:20,113.98.216.97,RO27DPFZ8801345109596798,2025-04-04 17:16:32,2739,922,372,481558,945b814a-d9e1-4573-95de-93d115956779
Pavel Suciu,pavelsuciu,pavelsuciu@acasa.ro,1491226149816,1910-10-08,"Bulevardul Leordean Eftimie, Gura Humorului, 101690",0266 280 279,ec:61:43:a7:e5:fc,78.222.135.193,RO58WDQB7269257513806969,2025-04-04 17:16:32,12225,207,127,1745710,6a6fbd0a-d5f1-4829-b71c-eeac6ac947dd
Codruț Gheorghiu,codruțgheorghiu,codruțgheorghiu@email.ro,3270616025767,1930-03-03,"Intrarea Niță Nr. 509 Bl. 43  Sc. 25 Ap. 564, Raducaneni, 942927",0728 731 495,7a:d6:26:e0:70:f5,222.185.70.127,RO47TZKK2125669426398828,2025-04-04 17:16:32,29653,608,599,434591,bdc622e2-2ed8-41cf-a20b-56566fb2cb47
